symbol,entry_utc,exit_utc,entry_price,exit_price,size_usd,qty,duration_h,exit_reason,signals,ad_class,peak_pct,net_pnl,pnl_pct
ATOMUSDT,2025-05-10 20:00,2025-05-11 00:29,5.136,5.311599999999999,840.12,163.5751600403626,4.5,TRAILING,RSI+OBV,ad_full,5.53,27.4421,3.266
MINAUSDT,2025-05-11 00:00,2025-05-11 00:14,0.2926,0.307622,834.8,2853.0514251572286,0.25,TRAILING,RSI+OBV,ad_full,7.28,41.5742,4.98
ZILUSDT,2025-05-11 04:00,2025-05-11 07:14,0.01495,0.014351999999999998,951.98,63677.77100831629,3.25,STOP_LOSS,RSI+OBV,ad_full,0.6,-39.4787,-4.147
POLYXUSDT,2025-05-11 04:00,2025-05-11 07:14,0.173,0.16607999999999998,984.98,5693.546370940391,3.25,STOP_LOSS,RSI,ad_full,0.98,-40.8473,-4.147
CELRUSDT,2025-05-11 04:00,2025-05-11 07:44,0.01178,0.0113088,330.72,28074.87115063846,3.75,STOP_LOSS,RSI+OBV,ad_full,1.87,-13.715,-4.147
DASHUSDT,2025-05-11 04:00,2025-05-11 07:44,25.15,24.144,984.98,39.16435475835736,3.75,STOP_LOSS,RSI,ad_full,0.83,-40.8473,-4.147
RAREUSDT,2025-05-11 04:00,2025-05-11 07:44,0.0747,0.071712,984.98,13185.85705719796,3.75,STOP_LOSS,RSI,ad_full,0.13,-40.8473,-4.147
GASUSDT,2025-05-11 12:00,2025-05-11 14:14,3.58,3.95822,1147.22,320.4534632834382,2.25,TRAILING,RSI,ad_full,12.82,119.3902,10.407
BNTUSDT,2025-05-11 12:00,2025-05-11 19:59,0.6673,0.690214,620.91,930.478758804157,8.0,TRAILING,RSI,ad_full,5.54,20.3736,3.281
PROMUSDT,2025-05-11 12:00,2025-05-12 12:14,5.626,5.552,1147.22,203.9145749297385,24.25,TIME_24H,MACD,ad_D_only,0.44,-16.7992,-1.464
STEEMUSDT,2025-05-11 12:00,2025-05-12 12:14,0.1608,0.1605,1147.22,7134.473871608886,24.25,TIME_24H,RSI,ad_full,2.36,-3.8596,-0.336
MINAUSDT,2025-05-11 20:00,2025-05-12 07:59,0.2916,0.294784,1905.66,6535.175539199473,12.0,TRAILING,MACD,ad_full,3.16,17.9339,0.941
ALTUSDT,2025-05-12 08:00,2025-05-12 09:59,0.04012,0.0406504,541.84,13505.421928235368,2.0,TRAILING,RSI+OBV,ad_full,3.39,6.3451,1.171
COSUSDT,2025-05-12 08:00,2025-05-12 15:14,0.004266,0.004095359999999999,656.0,153773.05958416333,7.25,STOP_LOSS,RSI+OBV,ad_full,2.11,-27.2041,-4.147
UMAUSDT,2025-05-12 08:00,2025-05-12 18:14,1.386,1.3305599999999997,725.69,523.5861776830716,10.25,STOP_LOSS,RSI+OBV,ad_full,1.66,-30.0944,-4.147
1000CHEEMSUSDT,2025-05-12 12:00,2025-05-12 21:59,0.00164,0.00169148,547.13,333613.7205844905,10.0,TRAILING,RSI+OBV,ad_full,5.24,16.3409,2.987
C98USDT,2025-05-12 16:00,2025-05-12 18:29,0.0725,0.0696,838.38,11563.913120532017,2.5,STOP_LOSS,MACD,ad_full,2.21,-34.7678,-4.147
RADUSDT,2025-05-12 16:00,2025-05-13 16:14,0.833,0.831,1033.09,1240.1988382889365,24.25,TIME_24H,MACD+RSI,ad_full,2.4,-4.0282,-0.39
PSGUSDT,2025-05-12 16:00,2025-05-13 16:14,2.437,2.422,1033.09,423.91696031788433,24.25,TIME_24H,RSI+OBV,ad_full,1.31,-7.9036,-0.765
JASMYUSDT,2025-05-13 00:00,2025-05-13 01:29,0.02053,0.0197088,2062.27,100451.46247938053,1.5,STOP_LOSS,MACD,ad_full,0.19,-85.5223,-4.147
1000CHEEMSUSDT,2025-05-13 04:00,2025-05-13 04:59,0.00173,0.00176302,1977.07,1142813.2702406074,1.0,TRAILING,RSI+OBV,ad_full,3.99,34.7418,1.757
PEOPLEUSDT,2025-05-13 12:00,2025-05-13 12:44,0.02366,0.023912000000000003,2011.68,85024.44918735299,0.75,TRAILING,RSI+OBV,ad_full,3.13,18.3926,0.914
FLOKIUSDT,2025-05-13 16:00,2025-05-13 16:59,0.00011405,0.00011519899999999999,676.67,5933076.339305588,1.0,TRAILING,RSI+OBV,ad_full,3.07,5.797,0.857
SHIBUSDT,2025-05-13 16:00,2025-05-13 20:14,1.576e-05,1.62778e-05,676.67,42935745.970672734,4.25,TRAILING,RSI+OBV,ad_full,5.39,21.2005,3.133
ARUSDT,2025-05-13 16:00,2025-05-13 20:14,8.19,8.4476,676.67,82.62116684954852,4.25,TRAILING,RSI+OBV,ad_full,5.25,20.2522,2.993
GUNUSDT,2025-05-13 20:00,2025-05-13 20:29,0.06936,0.07004060000000001,912.42,13154.841697146952,0.5,TRAILING,RSI+OBV,ad_full,3.04,7.5778,0.831
CKBUSDT,2025-05-13 20:00,2025-05-14 08:59,0.006098,0.00585408,912.42,149626.07742114016,13.0,STOP_LOSS,RSI+OBV,ad_full,1.69,-37.838,-4.147
HBARUSDT,2025-05-13 20:00,2025-05-14 09:14,0.21698,0.2083008,912.42,4205.087197502593,13.25,STOP_LOSS,RSI+OBV,ad_full,0.35,-37.838,-4.147
BABYUSDT,2025-05-14 12:00,2025-05-14 13:59,0.10384,0.0996864,2040.18,19647.347299008336,2.0,STOP_LOSS,RSI+OBV,ad_full,0.77,-84.6063,-4.147
YFIUSDT,2025-05-15 00:00,2025-05-15 07:59,6045.0,5803.2,1772.4,0.2932016809049752,8.0,STOP_LOSS,RSI+OBV,ad_full,0.73,-73.5016,-4.147
INITUSDT,2025-05-15 16:00,2025-05-15 18:29,1.1461,1.100256,1961.13,1711.130442089829,2.5,STOP_LOSS,RSI+OBV,ad_full,0.44,-81.3279,-4.147
FTTUSDT,2025-05-15 20:00,2025-05-15 20:14,1.281,1.30536,1282.17,1000.916582999422,0.25,TRAILING,RSI+OBV,ad_full,3.98,22.4408,1.75
SOLVUSDT,2025-05-15 20:00,2025-05-15 23:14,0.04295,0.041232,1262.17,29387.0436281218,3.25,STOP_LOSS,RSI+OBV,ad_full,0.88,-52.3423,-4.147
ZECUSDT,2025-05-15 20:00,2025-05-16 14:44,42.7,40.992000000000004,1282.17,30.027497489982654,18.75,STOP_LOSS,RSI+OBV,ad_full,0.42,-53.1718,-4.147
RAREUSDT,2025-05-16 00:00,2025-05-16 14:59,0.0675,0.06909,628.4,9309.630433190332,15.0,TRAILING,RSI+OBV,ad_full,4.44,13.8486,2.204
GRTUSDT,2025-05-16 00:00,2025-05-16 22:59,0.1141,0.109536,628.4,5507.45008098464,23.0,STOP_LOSS,RSI+OBV,ad_full,2.1,-26.0598,-4.147
TRBUSDT,2025-05-16 00:00,2025-05-17 00:14,32.87,32.21,628.4,19.117738188023957,24.25,TIME_24H,RSI+OBV,ad_full,1.67,-13.5508,-2.156
KAIAUSDT,2025-05-16 00:00,2025-05-17 00:14,0.1183,0.1178,628.4,5311.919308878677,24.25,TIME_24H,RSI+OBV,ad_full,2.62,-3.5966,-0.572
TAOUSDT,2025-05-16 16:00,2025-05-16 22:59,443.9,426.14399999999995,935.47,2.1073979885620426,7.0,STOP_LOSS,RSI+OBV,ad_full,0.47,-38.7941,-4.147
ASTRUSDT,2025-05-16 16:00,2025-05-17 00:44,0.03165,0.030383999999999998,935.47,29556.83940356053,8.75,STOP_LOSS,RSI+OBV,ad_full,0.38,-38.7941,-4.147
WAXPUSDT,2025-05-17 00:00,2025-05-17 01:29,0.02499,0.0239904,836.11,33457.881441018566,1.5,STOP_LOSS,RSI+OBV,ad_full,0.36,-34.6736,-4.147
ZILUSDT,2025-05-17 00:00,2025-05-17 13:14,0.01319,0.012662399999999999,662.92,50259.39868502839,13.25,STOP_LOSS,RSI+OBV,ad_A_only,0.23,-27.4914,-4.147
SUIUSDT,2025-05-17 04:00,2025-05-18 04:14,3.7901,3.7536,1807.87,476.99723286361365,24.25,TIME_24H,RSI+OBV,ad_A_only,1.92,-20.1091,-1.112
ACMUSDT,2025-05-17 08:00,2025-05-17 08:29,1.175,1.128,1130.04,961.7327010605209,0.5,STOP_LOSS,MACD,ad_full,2.13,-46.8626,-4.147
RVNUSDT,2025-05-18 00:00,2025-05-18 11:59,0.01217,0.012455800000000001,766.05,62945.81043841716,12.0,TRAILING,RSI+OBV,ad_full,4.44,16.8273,2.197
JASMYUSDT,2025-05-18 00:00,2025-05-18 13:59,0.017,0.0182868,953.33,56078.064130855906,14.0,TRAILING,RSI,ad_A_only,9.76,70.6771,7.414
AIXBTUSDT,2025-05-18 08:00,2025-05-18 08:29,0.1783,0.1813,1760.24,9872.347160320325,0.5,TRAILING,RSI+OBV,ad_A_only,3.76,26.9545,1.531
NOTUSDT,2025-05-18 12:00,2025-05-18 16:14,0.00282,0.00306348,1127.27,399742.5230081513,4.25,TRAILING,RSI+OBV,ad_full,10.85,95.5654,8.478
XAIUSDT,2025-05-18 12:00,2025-05-18 16:29,0.0844,0.088298,320.19,3793.6716529491714,4.5,TRAILING,RSI+OBV,ad_full,6.75,14.2964,4.465
CAKEUSDT,2025-05-18 12:00,2025-05-18 17:59,2.23,2.2706600000000003,1150.68,516.0001452692538,6.0,TRAILING,RSI+OBV,ad_A_only,3.9,19.2388,1.672
AMPUSDT,2025-05-18 16:00,2025-05-18 20:14,0.00467,0.0044832,1022.51,218952.93545024088,4.25,STOP_LOSS,RSI+OBV,ad_full,0.39,-42.4035,-4.147
CRVUSDT,2025-05-19 00:00,2025-05-19 02:14,0.6977,0.6697919999999999,1854.48,2657.9931162781445,2.25,STOP_LOSS,MACD+RSI,ad_A_only,1.25,-76.9054,-4.147
ENSUSDT,2025-05-19 00:00,2025-05-19 02:14,22.4,21.503999999999998,1854.48,82.78936594764559,2.25,STOP_LOSS,MACD+RSI,ad_A_only,0.58,-76.9054,-4.147
OGUSDT,2025-05-19 04:00,2025-05-19 06:14,5.198,5.409599999999999,1338.87,257.5748883647162,2.25,TRAILING,RSI,ad_full,6.19,52.4537,3.918
SOLVUSDT,2025-05-19 12:00,2025-05-20 12:14,0.04485,0.04346,1810.78,40374.21961133729,24.25,TIME_24H,RSI+OBV,ad_A_only,2.61,-58.7943,-3.247
CVCUSDT,2025-05-19 20:00,2025-05-20 06:29,0.1273,0.131712,1795.85,14107.226052347472,10.5,TRAILING,RSI+OBV,ad_full,5.58,59.5006,3.313
1000CHEEMSUSDT,2025-05-20 08:00,2025-05-21 07:14,0.001597,0.00162092,396.92,248539.3930163707,23.25,TRAILING,RSI,ad_A_only,3.57,5.3452,1.347
SUSHIUSDT,2025-05-20 08:00,2025-05-21 07:29,0.716,0.73304,336.96,470.6102579733177,23.5,TRAILING,RSI,ad_A_only,4.47,7.5077,2.228
FTTUSDT,2025-05-20 08:00,2025-05-21 08:14,1.2525,1.2358,560.63,447.6059957998436,24.25,TIME_24H,RSI,ad_full,1.47,-8.3104,-1.482
SANDUSDT,2025-05-20 08:00,2025-05-21 08:14,0.3092,0.3122,560.63,1813.1517132577753,24.25,TIME_24H,MACD,ad_A_only,2.98,4.5944,0.82
CVCUSDT,2025-05-20 16:00,2025-05-21 14:14,0.1351,0.139062,1752.18,12969.480712406792,22.25,TRAILING,RSI+OBV,ad_full,5.03,48.7183,2.78
QNTUSDT,2025-05-21 08:00,2025-05-21 17:14,96.58,98.7546,372.96,3.861660127105985,9.25,TRAILING,RSI,ad_A_only,4.34,7.8318,2.1
XRPUSDT,2025-05-21 08:00,2025-05-21 17:29,2.349,2.3802239999999997,372.96,158.77357815065815,9.5,TRAILING,MACD+RSI,ad_A_only,3.4,4.3944,1.178
XLMUSDT,2025-05-21 12:00,2025-05-22 12:14,0.2902,0.3005,1117.83,3851.9348096415647,24.25,TIME_24H,MACD+RSI,ad_A_only,4.41,37.9684,3.397
THETAUSDT,2025-05-21 16:00,2025-05-21 17:14,0.914,0.9270799999999999,1801.19,1970.6634618507114,1.25,TRAILING,MACD,ad_A_only,3.5,23.0552,1.28
PEOPLEUSDT,2025-05-21 20:00,2025-05-22 01:44,0.02623,0.026979399999999997,1221.5,46568.841484924415,5.75,TRAILING,MACD,ad_full,4.96,33.0403,2.705
NEXOUSDT,2025-05-21 20:00,2025-05-22 20:14,1.27,1.292,1361.31,1071.8979390483912,24.25,TIME_24H,RSI+OBV,ad_A_only,2.76,21.5221,1.581
MANAUSDT,2025-05-22 04:00,2025-05-22 21:14,0.3313,0.339472,417.8,1261.0925865565787,17.25,TRAILING,MACD+RSI,ad_A_only,4.56,9.6712,2.315
VIRTUALUSDT,2025-05-22 04:00,2025-05-23 00:44,2.014,2.0335,417.8,207.44785199910356,20.75,TRAILING,MACD+RSI,ad_A_only,3.03,3.4155,0.817
XRPUSDT,2025-05-22 04:00,2025-05-23 04:14,2.4173,2.4634,417.8,172.8374524991497,24.25,TIME_24H,MACD+RSI,ad_A_only,2.59,7.3351,1.756
RAREUSDT,2025-05-23 00:00,2025-05-23 11:59,0.0691,0.06633599999999999,1483.54,21469.40856011862,12.0,STOP_LOSS,MACD,ad_A_only,2.46,-61.5222,-4.147
QNTUSDT,2025-05-23 00:00,2025-05-23 12:29,98.11,94.1856,1483.54,15.121151070270068,12.5,STOP_LOSS,RSI,ad_A_only,2.1,-61.5222,-4.147
AIXBTUSDT,2025-05-23 04:00,2025-05-23 06:29,0.2148,0.20620799999999997,209.65,976.0192752417313,2.5,STOP_LOSS,MACD,ad_A_only,1.49,-8.6941,-4.147
MANAUSDT,2025-05-23 04:00,2025-05-23 07:59,0.3491,0.335136,209.65,600.5412212028756,4.0,STOP_LOSS,MACD+RSI,ad_A_only,0.23,-8.6941,-4.147
AMPUSDT,2025-05-23 08:00,2025-05-23 11:59,0.004898,0.004702079999999999,827.39,168924.98498234653,4.0,STOP_LOSS,MACD,ad_full,1.94,-34.3121,-4.147
WLDUSDT,2025-05-23 16:00,2025-05-23 17:14,1.514,1.5307600000000001,1826.81,1206.6111013893717,1.25,TRAILING,MACD,ad_full,3.17,17.4674,0.956
FETUSDT,2025-05-23 20:00,2025-05-23 22:59,0.892,0.85632,1219.11,1366.7112347787472,3.0,STOP_LOSS,MACD,ad_A_only,0.22,-50.5563,-4.147
JUPUSDT,2025-05-23 20:00,2025-05-23 23:44,0.5814,0.558144,1219.11,2096.8462700767845,3.75,STOP_LOSS,MACD,ad_full,0.38,-50.5563,-4.147
AAVEUSDT,2025-05-23 20:00,2025-05-24 16:14,260.82,268.42199999999997,1219.11,4.674129366699803,20.25,TRAILING,RSI+OBV,ad_full,5.01,33.6774,2.762
LQTYUSDT,2025-05-24 00:00,2025-05-24 02:44,0.967,0.97902,351.44,363.43117642912665,2.75,TRAILING,RSI+OBV,ad_A_only,3.31,3.838,1.092
PENGUUSDT,2025-05-24 00:00,2025-05-24 05:29,0.01286,0.01309672,992.57,77182.36703503078,5.5,TRAILING,RSI+OBV,ad_A_only,3.92,16.7681,1.689
JTOUSDT,2025-05-24 00:00,2025-05-24 13:59,1.993,2.01194,992.57,498.025710020319,14.0,TRAILING,RSI+OBV,ad_full,3.01,7.9367,0.8
CVCUSDT,2025-05-24 04:00,2025-05-25 00:44,0.1508,0.14476799999999998,353.78,2346.0099461403865,20.75,STOP_LOSS,RSI+OBV,ad_full,0.0,-14.6712,-4.147
WOOUSDT,2025-05-24 12:00,2025-05-25 00:59,0.0897,0.086112,997.96,11125.546587131255,13.0,STOP_LOSS,RSI+OBV,ad_full,0.22,-41.3855,-4.147
JTOUSDT,2025-05-25 04:00,2025-05-25 15:29,1.962,1.8835199999999999,1214.46,618.9927583914589,11.5,STOP_LOSS,RSI+OBV,ad_full,0.05,-50.3638,-4.147
SUSHIUSDT,2025-05-25 04:00,2025-05-25 15:29,0.724,0.69504,1133.8,1566.0201352173956,11.5,STOP_LOSS,RSI+OBV,ad_A_only,0.14,-47.0186,-4.147
XLMUSDT,2025-05-25 04:00,2025-05-26 04:14,0.286,0.2872,1214.46,4246.376894979169,24.25,TIME_24H,MACD+RSI,ad_A_only,1.12,3.2701,0.269
EPICUSDT,2025-05-26 00:00,2025-05-26 15:14,1.442,1.38432,1125.17,780.2835233600963,15.25,STOP_LOSS,RSI+OBV,ad_A_only,0.83,-46.6608,-4.147
XRPUSDT,2025-05-26 00:00,2025-05-27 00:14,2.3417,2.3137,1125.17,480.4923092989106,24.25,TIME_24H,MACD+RSI,ad_A_only,0.75,-15.1314,-1.345
COOKIEUSDT,2025-05-26 08:00,2025-05-26 08:29,0.3563,0.342048,1216.95,3415.514094256103,0.5,STOP_LOSS,RSI+OBV,ad_full,0.03,-50.4668,-4.147
VANRYUSDT,2025-05-27 08:00,2025-05-27 13:44,0.0414,0.042434,1063.69,25692.96830987863,5.75,TRAILING,RSI+OBV,ad_A_only,4.59,24.9511,2.346
MANTAUSDT,2025-05-27 08:00,2025-05-27 13:59,0.3,0.30576,1063.69,3545.629626763251,6.0,TRAILING,RSI+OBV,ad_A_only,4.0,18.812,1.769
XVGUSDT,2025-05-27 08:00,2025-05-27 18:44,0.007133,0.0072863,706.75,99082.04278792124,10.75,TRAILING,MACD,ad_A_only,4.23,14.1178,1.998
BBUSDT,2025-05-27 08:00,2025-05-28 08:14,0.1534,0.152,523.0,3409.3790224489926,24.25,TIME_24H,MACD+RSI,ad_A_only,2.61,-5.554,-1.062
EIGENUSDT,2025-05-27 16:00,2025-05-27 17:14,1.548,1.57192,723.35,467.28205368047696,1.25,TRAILING,MACD,ad_A_only,3.62,10.084,1.394
IOUSDT,2025-05-27 16:00,2025-05-28 06:44,1.018,0.9772799999999999,723.35,710.5624942017469,14.75,STOP_LOSS,MACD,ad_A_only,1.57,-29.9974,-4.147
PEPEUSDT,2025-05-27 16:00,2025-05-28 15:14,1.401e-05,1.3449599999999999e-05,723.35,51631164.81780002,23.25,STOP_LOSS,MACD,ad_A_only,1.64,-29.9974,-4.147
MANTAUSDT,2025-05-27 20:00,2025-05-28 06:44,0.311,0.29856,726.83,2337.078652407836,10.75,STOP_LOSS,RSI+OBV,ad_A_only,2.57,-30.1417,-4.147
SUIUSDT,2025-05-27 20:00,2025-05-28 14:59,3.71,3.5616,726.83,195.91144498620943,19.0,STOP_LOSS,MACD+RSI,ad_A_only,0.94,-30.1417,-4.147
AIXBTUSDT,2025-05-28 12:00,2025-05-28 12:59,0.2389,0.229344,1009.04,4223.700265083715,1.0,STOP_LOSS,MACD,ad_A_only,0.33,-41.845,-4.147
VANRYUSDT,2025-05-28 12:00,2025-05-28 15:14,0.0423,0.040608,899.08,21254.897735886338,3.25,STOP_LOSS,RSI+OBV,ad_full,2.6,-37.2849,-4.147
WCTUSDT,2025-05-28 20:00,2025-05-28 21:29,0.9673,0.928608,1610.32,1664.7601689524013,1.5,STOP_LOSS,MACD,ad_full,1.77,-66.7801,-4.147
IOTXUSDT,2025-05-28 20:00,2025-05-29 04:44,0.02193,0.0225204,1610.32,73430.11908014855,8.75,TRAILING,MACD,ad_full,4.79,40.9051,2.54
PSGUSDT,2025-05-29 00:00,2025-05-29 09:44,2.569,2.46624,771.29,300.23153937462115,9.75,STOP_LOSS,RSI,ad_A_only,1.32,-31.9856,-4.147
COSUSDT,2025-05-29 00:00,2025-05-29 13:44,0.003745,0.0035952,771.29,205953.22420651582,13.75,STOP_LOSS,MACD+RSI,ad_A_only,0.99,-31.9856,-4.147
CRVUSDT,2025-05-29 08:00,2025-05-29 13:44,0.7835,0.7521599999999999,550.37,702.4568687376385,5.75,STOP_LOSS,RSI+OBV,ad_A_only,1.14,-22.824,-4.147
JASMYUSDT,2025-05-29 08:00,2025-05-29 16:29,0.01714,0.0173558,550.37,32110.557564523908,8.5,TRAILING,MACD,ad_A_only,3.33,6.0987,1.108
CELOUSDT,2025-05-29 08:00,2025-05-29 19:14,0.3751,0.36009599999999997,550.37,1467.275277675126,11.25,STOP_LOSS,MACD,ad_A_only,0.27,-22.824,-4.147
IOTXUSDT,2025-05-29 12:00,2025-05-29 14:29,0.02361,0.022665599999999998,738.77,31290.630082569274,2.5,STOP_LOSS,MACD,ad_full,0.0,-30.6369,-4.147
SIGNUSDT,2025-05-30 00:00,2025-05-30 00:29,0.08661,0.0880726,1020.4,11781.598564515876,0.5,TRAILING,MACD,ad_A_only,3.76,15.6882,1.537
BNTUSDT,2025-05-30 00:00,2025-05-30 00:59,0.6755,0.64848,1020.4,1510.5910461476242,1.0,STOP_LOSS,MACD,ad_A_only,0.43,-42.3162,-4.147
ARKMUSDT,2025-05-30 00:00,2025-05-30 00:59,0.637,0.61152,1020.4,1601.8905049807222,1.0,STOP_LOSS,RSI,ad_A_only,0.47,-42.3162,-4.147
AAVEUSDT,2025-05-31 04:00,2025-06-01 01:44,250.24,240.2304,1501.9,6.001821092585724,21.75,STOP_LOSS,RSI+OBV,ad_A_only,1.66,-62.2836,-4.147
KAITOUSDT,2025-05-31 16:00,2025-05-31 20:14,1.9291,1.9935159999999998,1489.51,772.1265329330336,4.25,TRAILING,RSI+OBV,ad_A_only,5.45,47.4657,3.187
SOLVUSDT,2025-06-01 08:00,2025-06-02 05:44,0.04579,0.043958399999999995,1494.49,32637.841680948717,21.75,STOP_LOSS,MACD,ad_A_only,1.18,-61.9764,-4.147
ASRUSDT,2025-06-01 12:00,2025-06-02 12:14,2.121,2.107,1482.16,698.8031390652882,24.25,TIME_24H,RSI+OBV,ad_full,2.03,-11.9991,-0.81
ANIMEUSDT,2025-06-02 16:00,2025-06-03 13:14,0.02689,0.028371,1457.5,54202.268985958144,21.25,TRAILING,MACD,ad_A_only,7.66,78.0271,5.353
SSVUSDT,2025-06-02 20:00,2025-06-02 20:14,9.06,9.163,944.19,104.21484718369929,0.25,TRAILING,MACD,ad_A_only,3.2,9.3098,0.986
LISTAUSDT,2025-06-02 20:00,2025-06-03 00:14,0.2569,0.263522,501.29,1951.3126893988142,4.25,TRAILING,MACD,ad_A_only,4.67,12.16,2.426
ZENUSDT,2025-06-03 00:00,2025-06-03 00:14,11.8,12.0932,664.52,56.315552063415026,0.25,TRAILING,MACD,ad_full,4.58,15.5026,2.333
CGPTUSDT,2025-06-03 00:00,2025-06-03 21:59,0.1195,0.11471999999999999,288.56,2414.7558911455894,22.0,STOP_LOSS,MACD+RSI,ad_A_only,2.85,-11.9667,-4.147
COOKIEUSDT,2025-06-03 04:00,2025-06-03 06:14,0.2625,0.252,1193.53,4546.794179416548,2.25,STOP_LOSS,MACD,ad_A_only,0.5,-49.4958,-4.147
VANAUSDT,2025-06-03 16:00,2025-06-03 16:59,6.865,6.9433,1340.27,195.2327597587485,1.0,TRAILING,MACD,ad_full,3.2,13.2649,0.99
QNTUSDT,2025-06-03 16:00,2025-06-03 18:29,111.32,113.3762,1340.27,12.039821197842333,2.5,TRAILING,RSI,ad_A_only,3.93,22.7273,1.696
VANAUSDT,2025-06-04 00:00,2025-06-04 01:14,7.025,7.14812,1502.26,213.84534132954101,1.25,TRAILING,MACD,ad_full,3.83,24.0555,1.601
QNTUSDT,2025-06-04 04:00,2025-06-05 04:14,115.45,116.98,1514.29,13.116425042622199,24.25,TIME_24H,RSI,ad_full,2.77,17.7816,1.174
VANAUSDT,2025-06-04 08:00,2025-06-04 21:14,7.054,6.77184,1501.8,212.9008544269598,13.25,STOP_LOSS,MACD,ad_full,2.01,-62.2798,-4.147
KAITOUSDT,2025-06-05 00:00,2025-06-05 01:14,1.6574,1.714118,479.92,289.5612447733069,1.25,TRAILING,RSI,ad_A_only,5.53,15.6911,3.27
PHAUSDT,2025-06-05 00:00,2025-06-05 05:29,0.1408,0.135168,479.92,3408.514254881242,5.5,STOP_LOSS,RSI,ad_A_only,0.64,-19.9022,-4.147
WIFUSDT,2025-06-05 00:00,2025-06-05 14:29,0.881,0.84576,479.92,544.7432543555947,14.5,STOP_LOSS,MACD,ad_A_only,2.16,-19.9022,-4.147
VIRTUALUSDT,2025-06-05 08:00,2025-06-05 16:44,1.7691,1.6983359999999998,1489.76,842.098636775587,8.75,STOP_LOSS,RSI+OBV,ad_A_only,2.63,-61.7802,-4.147
KAITOUSDT,2025-06-06 04:00,2025-06-06 11:29,1.6782,1.704612,721.83,430.1219575569751,7.5,TRAILING,RSI+OBV,ad_A_only,3.65,10.2691,1.423
ICXUSDT,2025-06-06 04:00,2025-06-06 12:14,0.1453,0.147588,721.83,4967.864206277464,8.25,TRAILING,RSI+OBV,ad_full,3.65,10.2752,1.423
ETHUSDT,2025-06-06 04:00,2025-06-06 22:44,2455.71,2480.7328,721.83,0.2939397034552596,18.75,TRAILING,MACD,ad_A_only,3.08,6.2669,0.868
PENDLEUSDT,2025-06-06 04:00,2025-06-07 04:14,4.113,4.023,721.83,175.4997979995418,24.25,TIME_24H,MACD,ad_A_only,0.63,-16.8659,-2.337
EIGENUSDT,2025-06-06 12:00,2025-06-06 18:29,1.411,1.35456,730.44,517.6777082107926,6.5,STOP_LOSS,RSI+OBV,ad_A_only,2.76,-30.2915,-4.147
BCHUSDT,2025-06-07 08:00,2025-06-08 08:14,406.6,409.6,1438.92,3.538913894288392,24.25,TIME_24H,MACD,ad_A_only,1.25,8.4504,0.587
ANIMEUSDT,2025-06-07 12:00,2025-06-07 14:29,0.03248,0.0336336,713.53,21968.216235747917,2.5,TRAILING,RSI+OBV,ad_full,5.67,24.2532,3.399
COOKIEUSDT,2025-06-07 12:00,2025-06-08 07:44,0.2167,0.208032,713.53,3292.698031089489,19.75,STOP_LOSS,RSI+OBV,ad_A_only,0.97,-29.59,-4.147
XRPUSDT,2025-06-09 00:00,2025-06-10 00:14,2.267,2.3132,1440.48,635.4120904351729,24.25,TIME_24H,MACD+RSI,ad_A_only,2.75,27.1733,1.886
ETHUSDT,2025-06-09 04:00,2025-06-10 04:14,2496.86,2687.38,1428.6,0.5721583536481524,24.25,TIME_24H,RSI+OBV,ad_A_only,9.21,106.783,7.475
ENSUSDT,2025-06-10 04:00,2025-06-10 11:29,22.08,22.4322,366.89,16.61638913475198,7.5,TRAILING,RSI+OBV,ad_A_only,3.67,5.2976,1.444
ETCUSDT,2025-06-10 04:00,2025-06-10 13:44,17.88,18.0516,366.89,20.519567790566203,9.75,TRAILING,MACD+RSI,ad_A_only,3.02,2.9682,0.809
WBETHUSDT,2025-06-10 04:00,2025-06-10 13:44,2880.06,2937.8636,366.89,0.12738966274845792,9.75,TRAILING,RSI+OBV,ad_A_only,4.09,6.8077,1.856
CAKEUSDT,2025-06-10 04:00,2025-06-10 13:44,2.481,2.53624,366.89,147.87983558860287,9.75,TRAILING,MACD,ad_A_only,4.31,7.6124,2.075
BCHUSDT,2025-06-10 12:00,2025-06-10 21:29,430.5,434.63,953.7,2.215324535522445,9.5,TRAILING,MACD,ad_A_only,3.02,7.7119,0.809
1INCHUSDT,2025-06-10 12:00,2025-06-11 12:14,0.2222,0.2224,953.7,4292.066663107166,24.25,TIME_24H,RSI+OBV,ad_A_only,2.79,-0.5728,-0.06
NEXOUSDT,2025-06-10 16:00,2025-06-11 16:14,1.252,1.266,1117.39,892.4839950391525,24.25,TIME_24H,MACD+RSI,ad_A_only,2.4,10.8093,0.967
VETUSDT,2025-06-11 00:00,2025-06-11 19:14,0.02626,0.0252096,320.42,12201.8007914691,19.25,STOP_LOSS,MACD+RSI,ad_full,0.15,-13.2878,-4.147
ETCUSDT,2025-06-11 00:00,2025-06-12 00:14,18.56,18.08,320.42,17.263970300860915,24.25,TIME_24H,MACD+RSI,ad_full,0.92,-8.7611,-2.734
ATOMUSDT,2025-06-11 00:00,2025-06-12 00:14,4.601,4.496,320.42,69.64122772961933,24.25,TIME_24H,MACD+RSI,ad_full,0.61,-7.7875,-2.43
LTCUSDT,2025-06-11 16:00,2025-06-12 04:29,93.39,89.6544,953.12,10.205813630274259,12.5,STOP_LOSS,MACD+RSI,ad_full,0.84,-39.5259,-4.147
